"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria5501","6005350100","Tejidos mencionados en la Nota 1 de subpartida de este Capítulo"
"catalogos_fraccionarancelaria5502","6005369101","De poliamida"
"catalogos_fraccionarancelaria5503","6005369199","Los demás"
"catalogos_fraccionarancelaria5504","6005379101","Totalmente de poliamidas con un fieltro de fibras de polipropileno en una de sus caras como soporte"
"catalogos_fraccionarancelaria5505","6005379199","Los demás"
"catalogos_fraccionarancelaria5506","6005389100","Los demás con hilados de distintos colores"
"catalogos_fraccionarancelaria5507","6005399100","Los demás estampados"
"catalogos_fraccionarancelaria5508","6005410100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5509","6005420100","Teñidos"
"catalogos_fraccionarancelaria5510","6005430100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5511","6005440100","Estampados"
"catalogos_fraccionarancelaria5512","6005909901","De lana o pelo fino"
"catalogos_fraccionarancelaria5513","6005909999","Los demás"
"catalogos_fraccionarancelaria5514","6006100100","De lana o pelo fino"
"catalogos_fraccionarancelaria5515","6006210201","Tejido circular totalmente de algodón de hilados sencillos con título inferior o igual a 100 dtex (superior al número métrico 100)"
"catalogos_fraccionarancelaria5516","6006210299","Los demás"
"catalogos_fraccionarancelaria5517","6006220201","Tejido circular totalmente de algodón de hilados sencillos con título inferior o igual a 100 dtex (superior al número métrico 100)"
"catalogos_fraccionarancelaria5518","6006220299","Los demás"
"catalogos_fraccionarancelaria5519","6006230201","Tejido circular totalmente de algodón de hilados sencillos con título inferior o igual a 100 dtex (superior al número métrico 100)"
"catalogos_fraccionarancelaria5520","6006230299","Los demás"
"catalogos_fraccionarancelaria5521","6006240201","Tejido circular totalmente de algodón de hilados sencillos con título inferior o igual a 100 dtex (superior al número métrico 100)"
"catalogos_fraccionarancelaria5522","6006240299","Los demás"
"catalogos_fraccionarancelaria5523","6006310301","De filamentos de poliéster"
"catalogos_fraccionarancelaria5524","6006310399","Los demás"
"catalogos_fraccionarancelaria5525","6006320301","De filamentos de poliéster"
"catalogos_fraccionarancelaria5526","6006320399","Los demás"
"catalogos_fraccionarancelaria5527","6006330301","De filamentos de poliéster"
"catalogos_fraccionarancelaria5528","6006330399","Los demás"
"catalogos_fraccionarancelaria5529","6006340301","De filamentos de poliéster"
"catalogos_fraccionarancelaria5530","6006340399","Los demás"
"catalogos_fraccionarancelaria5531","6006410100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5532","6006420100","Teñidos"
"catalogos_fraccionarancelaria5533","6006430100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5534","6006440100","Estampados"
"catalogos_fraccionarancelaria5535","6006909900","Los demás"
"catalogos_fraccionarancelaria5536","6101200301","Para hombres"
"catalogos_fraccionarancelaria5537","6101200399","Los demás"
"catalogos_fraccionarancelaria5538","6101300100","Con un contenido de lana o pelo fino superior o igual a 23% en peso"
"catalogos_fraccionarancelaria5539","6101309901","Chamarras para niños"
"catalogos_fraccionarancelaria5540","6101309991","Los demás para hombres"
"catalogos_fraccionarancelaria5541","6101309992","Los demás para niños"
"catalogos_fraccionarancelaria5542","6101909101","De lana o pelo fino"
"catalogos_fraccionarancelaria5543","6101909199","Los demás"
"catalogos_fraccionarancelaria5544","6102100100","De lana o pelo fino"
"catalogos_fraccionarancelaria5545","6102200301","Para mujeres"
"catalogos_fraccionarancelaria5546","6102200399","Los demás"
"catalogos_fraccionarancelaria5547","6102300100","Con un contenido de lana o pelo fino superior o igual a 23% en peso"
"catalogos_fraccionarancelaria5548","6102309901","Chamarras para niñas"
"catalogos_fraccionarancelaria5549","6102309902","Para mujeres"
"catalogos_fraccionarancelaria5550","6102309999","Los demás"
"catalogos_fraccionarancelaria5551","6102909100","De las demás materias textiles"
"catalogos_fraccionarancelaria5552","6103100501","De lana o pelo fino"
"catalogos_fraccionarancelaria5553","6103100502","De fibras sintéticas"
"catalogos_fraccionarancelaria5554","6103100503","De algodón o de fibras artificiales"
"catalogos_fraccionarancelaria5555","6103100504","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5556","6103100599","Los demás"
"catalogos_fraccionarancelaria5557","6103220100","De algodón"
"catalogos_fraccionarancelaria5558","6103230100","De fibras sintéticas"
"catalogos_fraccionarancelaria5559","6103299101","De lana o pelo fino"
"catalogos_fraccionarancelaria5560","6103299199","Los demás"
"catalogos_fraccionarancelaria5561","6103310100","De lana o pelo fino"
"catalogos_fraccionarancelaria5562","6103320100","De algodón"
"catalogos_fraccionarancelaria5563","6103330201","Con un contenido de lana o pelo fino mayor o igual a 23% en peso"
"catalogos_fraccionarancelaria5564","6103330299","Los demás"
"catalogos_fraccionarancelaria5565","6103399101","De fibras artificiales"
"catalogos_fraccionarancelaria5566","6103399102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5567","6103399199","Los demás"
"catalogos_fraccionarancelaria5568","6103410100","De lana o pelo fino"
"catalogos_fraccionarancelaria5569","6103420301","Pantalones con peto y tirantes"
"catalogos_fraccionarancelaria5570","6103420302","Para hombres pantalones largos"
"catalogos_fraccionarancelaria5571","6103420303","Para niños pantalones largos"
"catalogos_fraccionarancelaria5572","6103420391","Los demás para hombres"
"catalogos_fraccionarancelaria5573","6103420392","Los demás para niños"
"catalogos_fraccionarancelaria5574","6103430100","Con un contenido de lana o pelo fino superior o igual a 23% en peso"
"catalogos_fraccionarancelaria5575","6103439901","Para hombres pantalones largos"
"catalogos_fraccionarancelaria5576","6103439902","Para hombres pantalones cortos o shorts"
"catalogos_fraccionarancelaria5577","6103439903","Para niños pantalones largos"
"catalogos_fraccionarancelaria5578","6103439904","Para niños pantalones cortos o shorts"
"catalogos_fraccionarancelaria5579","6103439991","Los demás para hombres"
"catalogos_fraccionarancelaria5580","6103439992","Los demás para niños"
"catalogos_fraccionarancelaria5581","6103499101","De fibras artificiales"
"catalogos_fraccionarancelaria5582","6103499102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5583","6103499199","Los demás"
"catalogos_fraccionarancelaria5584","6104130201","Con un contenido de lana o pelo fino mayor o igual a 23% en peso"
"catalogos_fraccionarancelaria5585","6104130299","Los demás"
"catalogos_fraccionarancelaria5586","6104199101","De fibras artificiales"
"catalogos_fraccionarancelaria5587","6104199102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5588","6104199103","Con un contenido de lana o pelo fino mayor o igual a 23% sin exceder de 50% en peso"
"catalogos_fraccionarancelaria5589","6104199104","De lana o pelo fino excepto lo comprendido en el número de identificación comercial 6104199103"
"catalogos_fraccionarancelaria5590","6104199105","De algodón"
"catalogos_fraccionarancelaria5591","6104199199","Los demás"
"catalogos_fraccionarancelaria5592","6104220100","De algodón"
"catalogos_fraccionarancelaria5593","6104230100","De fibras sintéticas"
"catalogos_fraccionarancelaria5594","6104299101","De lana o pelo fino"
"catalogos_fraccionarancelaria5595","6104299199","Los demás"
"catalogos_fraccionarancelaria5596","6104310100","De lana o pelo fino"
"catalogos_fraccionarancelaria5597","6104320100","De algodón"
"catalogos_fraccionarancelaria5598","6104330201","Con un contenido de lana o pelo fino mayor o igual a 23% en peso"
"catalogos_fraccionarancelaria5599","6104330299","Los demás"
"catalogos_fraccionarancelaria5600","6104399101","De fibras artificiales"
"catalogos_fraccionarancelaria5601","6104399102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5602","6104399199","Las demás"
"catalogos_fraccionarancelaria5603","6104410100","De lana o pelo fino"
"catalogos_fraccionarancelaria5604","6104420301","Para mujeres"
"catalogos_fraccionarancelaria5605","6104420399","Los demás"
"catalogos_fraccionarancelaria5606","6104430201","Con un contenido de lana o pelo fino mayor o igual a 23% en peso"
"catalogos_fraccionarancelaria5607","6104430291","Los demás para mujeres"
"catalogos_fraccionarancelaria5608","6104430292","Los demás para niñas"
"catalogos_fraccionarancelaria5609","6104440201","Con un contenido de lana o pelo fino mayor o igual a 23% en peso"
"catalogos_fraccionarancelaria5610","6104440202","Para mujeres excepto lo comprendido en el número de identificación comercial 6104440201"
"catalogos_fraccionarancelaria5611","6104440299","Los demás"
"catalogos_fraccionarancelaria5612","6104499101","Con un contenido de seda mayor o igual a 70 % en peso"
"catalogos_fraccionarancelaria5613","6104499199","Los demás"
"catalogos_fraccionarancelaria5614","6104510100","De lana o pelo fino"
"catalogos_fraccionarancelaria5615","6104520101","Para mujeres"
"catalogos_fraccionarancelaria5616","6104520199","Los demás"
"catalogos_fraccionarancelaria5617","6104530201","Con un contenido de lana o pelo fino mayor o igual a 23% en peso"
"catalogos_fraccionarancelaria5618","6104530291","Los demás para mujeres"
"catalogos_fraccionarancelaria5619","6104530292","Los demás para niñas"
"catalogos_fraccionarancelaria5620","6104599101","De fibras artificiales"
"catalogos_fraccionarancelaria5621","6104599102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5622","6104599199","Las demás"
"catalogos_fraccionarancelaria5623","6104610100","De lana o pelo fino"
"catalogos_fraccionarancelaria5624","6104620301","Pantalones con peto y tirantes"
"catalogos_fraccionarancelaria5625","6104620302","Para mujeres pantalones cortos o shorts"
"catalogos_fraccionarancelaria5626","6104620303","Para niñas pantalones cortos o shorts"
"catalogos_fraccionarancelaria5627","6104620391","Los demás para mujeres"
"catalogos_fraccionarancelaria5628","6104620392","Los demás para niñas"
"catalogos_fraccionarancelaria5629","6104630100","Con un contenido de lana o pelo fino superior o igual a 23% en peso"
"catalogos_fraccionarancelaria5630","6104639901","Para mujeres pantalones cortos o shorts"
"catalogos_fraccionarancelaria5631","6104639902","Para niñas pantalones cortos o shorts de poliéster"
"catalogos_fraccionarancelaria5632","6104639903","Para niñas pantalones cortos o shorts"
"catalogos_fraccionarancelaria5633","6104639991","Los demás para niñas"
"catalogos_fraccionarancelaria5634","6104639992","Los demás para mujeres"
"catalogos_fraccionarancelaria5635","6104699101","De fibras artificiales"
"catalogos_fraccionarancelaria5636","6104699102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5637","6104699199","Los demás"
"catalogos_fraccionarancelaria5638","6105100201","Camisas deportivas para hombres"
"catalogos_fraccionarancelaria5639","6105100202","Camisas deportivas para niños"
"catalogos_fraccionarancelaria5640","6105100299","Las demás"
"catalogos_fraccionarancelaria5641","6105200301","Para hombres"
"catalogos_fraccionarancelaria5642","6105200399","Las demás"
"catalogos_fraccionarancelaria5643","6105909101","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5644","6105909199","Las demás"
"catalogos_fraccionarancelaria5645","6106100201","Camisas deportivas para mujeres"
"catalogos_fraccionarancelaria5646","6106100202","Camisas deportivas para niñas"
"catalogos_fraccionarancelaria5647","6106100291","Las demás para mujeres"
"catalogos_fraccionarancelaria5648","6106100292","Las demás para niñas"
"catalogos_fraccionarancelaria5649","6106200100","Con un contenido de lana o pelo fino superior o igual a 23% en peso"
"catalogos_fraccionarancelaria5650","6106209991","Las demás para mujeres"
"catalogos_fraccionarancelaria5651","6106209992","Las demás para niñas"
"catalogos_fraccionarancelaria5652","6106909101","De lana o pelo fino"
"catalogos_fraccionarancelaria5653","6106909102","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5654","6106909199","Las demás"
"catalogos_fraccionarancelaria5655","6107110301","Para hombres"
"catalogos_fraccionarancelaria5656","6107110399","Los demás"
"catalogos_fraccionarancelaria5657","6107120301","Para hombres"
"catalogos_fraccionarancelaria5658","6107120399","Los demás"
"catalogos_fraccionarancelaria5659","6107199100","De las demás materias textiles"
"catalogos_fraccionarancelaria5660","6107210101","Para hombres"
"catalogos_fraccionarancelaria5661","6107210199","Los demás"
"catalogos_fraccionarancelaria5662","6107220101","Para hombres"
"catalogos_fraccionarancelaria5663","6107220199","Los demás"
"catalogos_fraccionarancelaria5664","6107299101","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5665","6107299199","Los demás"
"catalogos_fraccionarancelaria5666","6107910100","De algodón"
"catalogos_fraccionarancelaria5667","6107999101","Con un contenido de seda mayor o igual a 70% en peso"
"catalogos_fraccionarancelaria5668","6107999102","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5669","6107999199","Los demás"
"catalogos_fraccionarancelaria5670","6108110100","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5671","6108199100","De las demás materias textiles"
"catalogos_fraccionarancelaria5672","6108210301","Para mujeres"
"catalogos_fraccionarancelaria5673","6108210399","Los demás"
